,id,kills,assists,arrow_accuracy,kit,position
1295,TaxEvader11,0,0,,Farmer,8
1296,Systemee,0,0,,Disco,9
1297,Nice_Cole,5,0,,Chronobreaker,1
1298,Nicy_,2,0,,Chronobreaker,5
1299,XxPavelIsProxX,2,0,,Chronobreaker,2
1300,noclipCryptic,1,0,1.0,Chronobreaker,4
1301,Andi2707,0,0,,Armorsmith,3
1302,Discover_360,0,0,,Scout,7
1303,UnIock,0,0,,Knight,11
1304,hyaq,0,0,,Knight,12
1305,ulyjuh,0,0,,Armorer,9
1306,olvejet,0,0,,Knight,8
1307,lunlove,0,0,,Scout,10
1308,3loyMonya,7,0,,Frog,1
1309,azeMinn,1,0,1.0,Hunter,5
1310,_Godz1lla228_,1,1,,Scout,9
1311,Brakzala,1,0,,Armorer,4
1312,SizzlyGrizzly,1,0,,Knight,7
1313,xipison,0,0,,Frog,12
1314,Gillion,0,2,,Frog,8
1315,xRxvii,0,0,,Farmer,10
1316,Resikadorm,0,0,,Frog,11
1317,Co2H1,0,0,,Knight,6
1318,AlekDavid_,0,1,,Jester,3
1319,Gangulya,4,0,,Scout,4
1320,FZR_Assaf,2,0,,Ecologist,1
1321,degeneratt,1,1,,Scout,5
1322,ploknight,0,0,,Knight,12
1323,hypedd,0,0,,Scout,11
1324,eetuzle,0,0,,Knight,3
1325,LeynX,0,0,,Ecologist,8
1326,pxqu4,0,0,,Knight,2
1327,unshiba,0,0,,Zookeeper,7
1328,buttjo,0,0,,Farmer,10
1329,hunchou6,0,0,,Scout,9
1330,Swaggylax,4,0,,Frog,1
1331,shoxlq,2,0,0.25,Scout,4
1332,blockirb,1,0,0.33,Enderman,2
1333,Bundas_kenyer,1,0,0.0,Knight,5
1334,xChoccy_Milky,0,0,,Knight,7
1335,Bory_orb,0,0,,Pro,11
1336,MN_FRAIZY,0,0,,Frog,10
1337,DJscull65,0,0,,Ecologist,9
1338,hyaq,0,0,,Ecologist,12
1339,Nm5lese,0,0,0.23,Chronobreaker,6
1340,TDinoRocks,0,0,0.0,Hunter,3
1341,SweetLadySean,6,0,1.0,End Lord,1
1342,ZOIO_DD,2,0,,Knight,5
1343,Sagie2011,1,0,,Slime,6
1344,NameMightBeTaken,0,1,,Armorer,3
1345,CheesyProfile,0,0,,Farmer,7
1346,ThatGuypal69,0,0,,Pro,9
1347,Yoroiichi,0,0,,Frog,10
1348,Robex1502,0,0,,Scout,2
1349,4Istylia,0,0,,Knight,11
1350,Lolx06,0,0,0.33,Armorer,8
1351,GoldenBoy217,0,0,,Ecologist,12
1352,Sergej1234,4,0,,Knight,1
1353,Xfest76,4,0,,Scout,2
1354,Summorial,1,0,,Scout,8
1355,Warzel_,0,1,,Scout,5
1356,xRxvii,0,0,,Farmer,7
1357,Gangulya,0,0,,Scout,10
1358,Dodgy_Doge,0,0,,Knight,6
1359,bogi_batina,0,0,,Armorer,9
1360,akasakaa,0,0,,Frog,11
1361,kuaidiaaaaa,0,0,,None,3
1362,Doomsayer,0,0,,Pro,12
1363,TRIL0GY,5,0,,Scout,1
1364,quarboss,2,1,0.5,Knight,4
1365,speedy_general,1,0,,Scout,7
1366,SpaceCrumbles11,1,0,,Ecologist,10
1367,lego51,1,0,0.4,Ecologist,3
1368,belligerent_,0,0,,End Lord,12
1369,CheesyProfile,0,0,0.0,Farmer,6
1370,ChaunceMarteen,0,0,,Enderman,2
1371,_Maximan4ik_,0,0,,Scout,11
1372,bridging_,0,0,,Ecologist,9
1373,OhCop,0,0,0.0,Enderchest,5
1374,Alw4ysBeFun,3,0,,Frog,2
1375,DerpKingNico,2,0,0.2,Armorsmith,1
1376,Zppy_,1,0,,Enderman,6
1377,really_GOOSE,1,0,0.5,Scout,8
1378,NvXDrIp,1,0,,Scout,3
1379,Panther6254,0,0,,Enderman,11
1380,Aliz537,0,0,,Knight,5
1381,Darius250game,0,0,,None,4
1382,BlueFire671,0,0,,Chronobreaker,7
1383,UnavailableDucks,0,0,,Enderchest,12
1384,IceCube555,0,0,,Knight,9
1385,mxtho,4,0,0.0,Armorer,2
1386,Salhza,2,0,,Chronobreaker,1
1387,Valamar,2,0,0.33,Chronobreaker,5
1388,Nick_2303,1,0,,End Lord,4
1389,oMattie,1,0,,Knight,6
1390,spectation,0,0,0.43,Chronobreaker,3
1391,Nyiicks_,0,0,,Scout,10
1392,degeneratt,0,0,,Scout,11
1393,ktej,0,0,,Cryomancer,12
1394,SizzlyGrizzly,0,0,,Knight,9
1395,80pr,0,0,,Knight,8
1396,oMicro,4,0,0.73,Knight,1
1397,swifter,2,0,0.0,Fisherman,3
1398,_Maximan4ik_,2,0,,Scout,6
1399,farclas70,1,0,,Knight,2
1400,Aliz537,0,0,,Knight,7
1401,ElyTheAlpha,0,0,0.25,Frog,4
1402,TaazMC,0,0,0.0,Thundermeister,5
1403,Shard28,0,0,,Pro,12
1404,faelrange_,0,0,,Pharaoh,9
1405,Zerrotic,0,0,,Golem,8
1406,jobre70,0,0,,Armorsmith,11
1407,TRIL0GY,7,0,0.0,Frog,2
1408,Giakoumis123,2,0,,Snowman,1
1409,oMicro,1,0,0.33,Knight,6
1410,dqso,0,0,,Knight,7
1411,Kowa21,0,0,,Armorer,9
1412,Nyiicks_,0,0,,Scout,12
1413,Bogdanw18,0,0,,Cryomancer,10
1414,oGapL,0,1,0.17,Chronobreaker,3
1415,Akame8888,0,0,,Ecologist,8
1416,belam1,0,0,,Ecologist,5
1417,lazurd,0,0,,Pig Rider,4
1418,CosmicMeal,6,0,,Knight,1
1419,ThunderEgg101,2,0,,Chronobreaker,4
1420,Mkrer,1,0,0.18,Chronobreaker,3
1421,RedShalevG,1,1,,Chronobreaker,7
1422,Lucky_Wqlff,1,0,,Knight,6
1423,smudgeandfrostie,0,0,,Frog,12
1424,mistahmina,0,0,,Farmer,10
1425,HyperKai82,0,0,,Frog,5
1426,SIMCIC,0,0,,Armorer,8
1427,TheGrassAlt,0,0,,Armorsmith,2
1428,RetroMines,0,0,,Chronobreaker,9
1429,xX_QWIKSC0PE_Xx,4,0,,Scout,1
1430,Afrody,2,0,0.0,Scout,3
1431,Wrly,1,0,,Chronobreaker,6
1432,I_love_Snakes,1,0,,Knight,2
1433,sgsss,0,0,,Scout,8
1434,fsbf,0,0,,Armorer,10
1435,opAngel,0,0,1.0,Chronobreaker,5
1436,IBionicPlays,0,0,,Energix,7
1437,Rand0om,0,0,,Knight,11
1438,Cogutes,0,0,,Ecologist,12
1439,derpy_fishy,0,0,,Pro,9
1440,lolocoelhoYT,3,0,,Armorer,1
1441,auvey,3,0,,Frog,2
1442,kaenz,2,0,,Armorer,6
1443,vinypvp,1,1,,Chronobreaker,3
1444,peaboi981,1,0,,Ecologist,5
1445,GetMirex,0,0,,Scout,10
1446,Coloone,0,0,,Frog,11
1447,Zyour,0,0,,Fisherman,4
1448,Asperguei,0,1,,Chronobreaker,7
1449,pyro_gcode,0,0,,Pharaoh,8
1450,tatp,0,0,,Armorer,9
1451,LilGet,5,0,,Scout,1
1452,ThunderEgg101,2,0,,Chronobreaker,6
1453,I_love_Snakes,2,0,0.19,Knight,2
1454,belam1,1,0,0.17,Ecologist,5
1455,winkey205,1,0,0.0,None,3
1456,GoldenAppleIV,0,1,,Knight,9
1457,wolphinmaybe,0,0,,Zookeeper,7
1458,HokageNadeey,0,1,,Knight,10
1459,Dein_Mutter,0,0,,Enderman,12
1460,eneago,0,0,,Farmer,8
1461,Thechapcraft,0,0,0.0,Armorer,4
1462,vinypvp,5,0,,Chronobreaker,1
1463,LiLBunty,1,0,,Knight,6
1464,RoseSmh,1,1,,Armorer,4
1465,D_JakDYcha,1,0,,Pharaoh,2
1466,Rxzvi,0,1,,Knight,5
1467,DJDiamond1907,0,0,0.0,Disco,3
1468,stxnzy,0,0,,Knight,8
1469,Treetoggled,0,0,,Knight,10
1470,Orgsey__,0,0,,Chronobreaker,9
1471,Doomsayer,0,0,,Pro,12
1472,HuyDarling,0,1,,Frog,7
1473,DIDIPOG_,4,0,,Farmer,3
1474,Lakepoook,3,0,,Armorer,1
1475,Gangulya,2,1,,Scout,4
1476,NatePlayerMrs,1,0,,Knight,7
1477,Mandolina_,0,0,,Chronobreaker,8
1478,BlueStick2,0,0,,Enderchest,9
1479,MasserM,0,0,,Scout,11
1480,Shane_MC,0,0,,Armorer,10
1481,P_TW,0,0,,Salmon,6
1482,bAckfLipfIsh,0,0,0.14,Armorer,2
1483,DemationBoi,0,0,,Frog,12
1484,nbi,6,0,0.17,Scout,1
1485,Isaacexe,1,0,,Scout,4
1486,Valamar,1,0,,Chronobreaker,6
1487,Gogogoene77,1,0,0.24,Chronobreaker,3
1488,Baug1,0,2,,Armorer,5
1489,Sapphire_915,0,0,,Armorer,10
1490,Da1chi,0,0,,Energix,9
1491,cuyrri,0,0,,Knight,8
1492,vickeblazik,0,0,,Cactus,7
1493,Quackerload,0,0,,Speleologist,12
1494,EvideDark,0,0,,Scout,11
1495,thealbert389,4,0,,Enderman,2
1496,SahatIsBad,3,0,,Chronobreaker,4
1497,ADirtBlock,1,0,0.29,Scout,1
1498,xCyber__,1,0,,Knight,5
1499,TacoJacks,0,0,,Knight,8
1500,Ohkaty,0,0,,Jester,7
1501,Racoooned,0,0,,Armorer,6
1502,RowlesKids,0,0,0.0,Hunter,3
1503,LentixWater,0,0,,Pro,9
1504,InsaneLagBack,0,0,,Farmer,11
1505,Doomsayer,0,0,,Pro,12
1506,DemationBoi,3,0,0.25,Frog,1
1507,Afrody,2,1,,Scout,3
1508,NathanWGHG,2,0,,Knight,4
1509,DeciSiv3,1,0,,Frog,6
1510,Da1chi,0,0,,Energix,9
1511,EpicDom50,0,0,,Scout,11
1512,PZ1Z,0,0,0.25,Pharaoh,2
1513,Fesenteav,0,0,,Scout,10
1514,Michael_Myerz,0,1,,Farmer,8
1515,ccookiess,0,1,,Hunter,7
1516,Doomsayer,0,0,,Pro,12
1517,Wrly,6,0,,Chronobreaker,1
1518,_iuv,2,0,,Scout,8
1519,SemaGold,1,0,,Scout,3
1520,bigbenyboo,1,0,,Armorer,9
1521,DIDIPOG_,1,0,,Farmer,4
1522,Goodngaming,0,0,0.5,Knight,6
1523,_213,0,0,,Frog,10
1524,Mandolina_,0,0,,Chronobreaker,11
1525,MissingHope,0,0,,Farmer,12
1526,LKH,0,1,,End Lord,5
1527,Cyberboy999,0,0,,Slime,7
1528,MyMomAteChicken,3,0,,Scout,1
1529,GoldenAppleIV,3,0,,Knight,5
1530,L1uk,2,0,,Scout,3
1531,EpicDom50,1,1,,Scout,8
1532,StillnotNamed,0,0,,Scout,9
1533,Tonnerolo,0,0,,Knight,11
1534,j5u,0,0,,Scout,7
1535,rn1o,0,1,,Enderman,4
1536,RobertoFTW,0,0,,Armorsmith,2
1537,FreeFT,0,1,,Armorer,6
1538,Doomsayer,0,0,,Pro,12
1539,oktopusik,5,2,0.4,Knight,2
1540,SoulFire15,1,1,,Scout,8
1541,Ch3ck1t,1,0,,Chronobreaker,4
1542,BoomBlast,1,0,,Ecologist,3
1543,Pyranafish,0,2,0.25,Knight,11
1544,F34R_69,0,1,,Chronobreaker,9
1545,farris09,0,0,,Armorer,7
1546,longstick3335,0,0,,Armorer,12
1547,ThatOneGuy161,0,0,,Frog,5
1548,MiThaXaCiNgX,0,1,0.0,Knight,10
1549,Timur_GamesYT,0,0,,Scout,6
1550,VodkaX_X,3,0,,Scout,2
1551,ProtoBaller,2,0,0.5,Knight,5
1552,Placke,2,0,,Armorer,1
1553,eyqx,1,1,0.0,Frog,3
1554,KaffeFilter,1,0,,Armorsmith,4
1555,Phlorf,1,0,,Chronobreaker,8
1556,zachhry,0,0,0.0,Farmer,9
1557,TooLit,0,0,,Chronobreaker,12
1558,soisomerandomkid,0,0,,Scout,7
1559,TheMoldieBanana,0,1,,Chronobreaker,6
1560,bigbenyboo,0,0,0.0,Armorer,11
1561,Joshpacks,7,0,0.75,Knight,1
1562,X_MastrLuke_X,1,0,,Ecologist,6
1563,hunnidballr,1,0,,Knight,4
1564,The_Max_Hax,1,0,,Scout,2
1565,usamitch,0,0,,Baseball Player,7
1566,AngelB_,0,0,,Armorer,11
1567,Sealosaurus,0,0,0.17,Knight,5
1568,N0Duck,0,0,,Chronobreaker,9
1569,cllx,0,0,,Chronobreaker,10
1570,Frosty5022,0,1,,Pharaoh,3
1571,bigbenyboo,0,0,,Farmer,8
1572,FoxyKawaiiFan,7,0,,Frog,1
1573,piercerclown,2,0,,Knight,4
1574,ItzBlueBerryPie,1,1,,Farmer,7
1575,M4TZ3R4,0,0,,Armorer,10
1576,Houbz,0,0,,Frog,6
1577,Younety,0,0,,Knight,11
1578,Herbstprinz,0,1,,Knight,3
1579,FuntimeF0x,0,1,,Enderman,2
1580,EAOO,0,0,,Chronobreaker,8
1581,quarboss,0,0,,Knight,9
1582,Doomsayer,0,0,,Pro,12
1583,soisomerandomkid,2,0,,Scout,4
1584,Rewardings,2,0,0.33,Chronobreaker,1
1585,zachhry,1,0,,Farmer,7
1586,MrDust00,1,0,0.08,Energix,2
1587,Person456_,1,0,,Knight,5
1588,_PaulS,0,0,,Armorer,9
1589,JohnMarshall2007,0,0,,Knight,12
1590,A_EXE,0,0,,None,11
1591,Dude333yt,0,0,0.5,Knight,10
1592,Kinda_Epic,0,0,,Chronobreaker,8
1593,HottieNCurvy,0,0,,Armorer,3
1594,Lakepoook,3,2,,Armorer,2
1595,Delta,2,1,,Armorer,3
1596,_kaedeTsubasa,1,0,,Frog,6
1597,verysed,1,0,,Chronobreaker,5
1598,johden,0,1,,Enderman,7
1599,tombuldomuz,0,0,,Knight,4
1600,Rayrtix,0,1,,Farmer,8
1601,thesupergod1,0,0,,Knight,10
1602,EvideDark,0,0,,Scout,11
1603,VeryNermal,0,0,,Knight,9
1604,Doomsayer,0,0,,Pro,12
1605,Danjus,4,0,0.38,Chronobreaker,2
1606,aqichi,1,0,0.63,Knight,4
1607,Bptize,1,0,,Knight,10
1608,IlyEman,1,1,,Chronobreaker,1
1609,Scorpuiex,1,0,,Scout,3
1610,TheBobb,1,0,,Pro,5
1611,SuperStarFruit,0,0,,Farmer,11
1612,ExTermination67,0,0,,Frog,9
1613,Plundered,0,0,,Armorer,8
1614,_aPotato,0,0,,Farmer,12
1615,potat0tree,0,0,,Healer,7
1616,SoyKiroo,4,0,1.0,Ecologist,1
1617,Melon128_,3,0,,Knight,2
1618,Ceca_01,1,0,,Armorer,7
1619,Hamstered32,1,0,0.4,Armorer,5
1620,fk01x,1,0,,Pharaoh,3
1621,Emanuel10Meure_,0,0,,Ecologist,4
1622,Houbz,0,0,,Knight,11
1623,Smo0thyy,0,0,0.0,Pharaoh,8
1624,TechnoIsLoved,0,0,,Pharaoh,12
1625,TheSkeletonz3189,0,0,,None,6
1626,khloeMC,0,0,,Energix,9
1627,TheWolfyMango,5,0,,Chronobreaker,1
1628,SwiftSwordMC,2,0,0.67,Chronobreaker,5
1629,prqblematic,1,0,,Farmer,2
1630,Herbstprinz,1,0,0.0,Knight,3
1631,Interstellars,1,0,,Chronobreaker,4
1632,Alw4ysBeFun,0,0,,Frog,10
1633,_kaedeTsubasa,0,0,,Frog,11
1634,Ceca_01,0,0,,Armorer,12
1635,SnvCam,0,0,,Scout,7
1636,TapDap,0,0,,Knight,9
1637,Clynyx,0,0,0.0,Enderman,6
1638,_SkillAura_,4,0,,Knight,3
1639,Christinaha,2,0,,Chronobreaker,1
1640,alesxbdr,2,0,0.0,Ecologist,4
1641,Epideksios,0,0,,Scout,9
1642,johden,0,0,,Enderman,6
1643,RiptideII,0,0,,Frog,8
1644,DoppelGaemer,0,0,,Baseball Player,11
1645,Danjus,0,0,,Chronobreaker,7
1646,Doomsayer,0,0,,Pro,12
1647,potat0tree,0,0,,Healer,2
1648,NaZA14,0,0,,Ecologist,10
1649,WitherAyon,4,0,0.46,Knight,1
1650,itserocks,2,0,0.0,Knight,4
1651,SizzlyGrizzly,2,0,,Knight,6
1652,Tausyy,1,0,,Scout,3
1653,bsfs,1,0,,Ecologist,7
1654,JustKreem,1,0,0.0,Armorer,2
1655,Kafi10,0,0,,Magician,12
1656,CB_DA_BOSS,0,0,,Knight,8
1657,thanos8,0,0,,Armorer,9
1658,Chickynugget23,0,1,,Chronobreaker,5
1659,Daquaviouz,0,0,,Knight,10
1660,YTkezo,3,0,,Scout,4
1661,FqlconShock,2,0,0.11,Farmer,1
1662,AidenBatman77,1,0,,Pharaoh,2
1663,cha05_,1,0,,Pharaoh,5
1664,_SkillAura_,1,0,0.4,Knight,6
1665,Ultraniter,1,0,0.0,Frog,3
1666,trupoed,0,0,,Enderman,7
1667,Abeitsallergie,0,0,,Pharaoh,11
1668,CostcoCroissant,0,0,,Farmer,8
1669,Z1pponulle,0,0,,Scout,12
1670,gyyf,0,0,0.0,Armorer,9
1671,CanineGiraffe37,3,0,,Chronobreaker,4
1672,HUSSKEE,3,0,0.16,Chronobreaker,1
1673,Hunter96,2,0,0.13,Frog,2
1674,CosmicMeal,1,0,,Knight,5
1675,FrostedPancake,0,0,,Knight,11
1676,MatheMister_XYZ,0,0,,None,8
1677,A_14_Z,0,0,,Armorer,9
1678,CR72811,0,0,0.33,None,10
1679,Muddy_Duck69,0,0,,Knight,6
1680,ThDmndDstryr,0,0,,Knight,12
1681,MeisterFM,0,0,,None,7
1682,_Maximan4ik_,4,0,,Chronobreaker,1
1683,macek2005,2,0,,Scout,7
1684,4806,1,0,,Chronobreaker,6
1685,Somis13,1,0,0.42,Scout,2
1686,GodlyBiscuit,1,0,,Knight,4
1687,zAsKaA,1,0,,Farmer,3
1688,_kaedeTsubasa,0,0,,Frog,12
1689,vickeblazik,0,0,,Knight,11
1690,fennekoo,0,0,,Baseball Player,8
1691,LOOKING4EGFOWO,0,0,0.25,Knight,10
1692,1999rockss,0,0,,Frog,5
1693,Keyasset,3,0,1.0,Scout,1
1694,kilod1233,2,1,,Chronobreaker,2
1695,Veasper77,1,0,,Frog,5
1696,Epicmania,1,0,,Chronobreaker,6
1697,iDeeLReso,1,0,,Scout,3
1698,Gogogoene77,1,0,,Chronobreaker,4
1699,Suman666,0,0,,Knight,9
1700,strefka_konewka,0,0,,Knight,8
1701,Mostafa_Esam,0,0,,Farmer,7
1702,Doomsayer,0,0,,Pro,12
1703,Nywal,0,0,,Armorer,10
1704,sellkir,3,0,,Armorer,2
1705,MrGalaxy00,3,0,,Knight,3
1706,sellden,2,0,0.0,Enderman,7
1707,decem1x,1,0,,Scout,4
1708,Lakepoook,1,0,,Armorer,1
1709,99z_,0,1,,Knight,10
1710,JustACasualYT,0,1,,Knight,9
1711,DerpCookie_,0,0,,Frog,12
1712,Torpose,0,0,,Armorsmith,6
1713,StealthFalcon,0,0,,None,8
1714,Aselninjaiscool,0,0,0.0,Chronobreaker,5
1715,Streamhoddy,4,0,,Knight,1
1716,Seanoxel,2,1,,Knight,3
1717,NonVitalT,1,0,0.53,Knight,5
1718,dlbk,1,0,,Armorsmith,8
1719,AADIL_GAMER,1,2,,Knight,4
1720,Arlinchik,0,0,0.4,Ecologist,9
1721,CheatAndGetBeat,0,0,0.0,Knight,11
1722,MRCoppa,0,0,,Knight,2
1723,Busting_Bedrock,0,0,,Speleologist,7
1724,2kPvP,0,0,,Pro,12
1725,mvnke,0,0,,Chronobreaker,10
1726,UYDO,4,0,0.45,Chronobreaker,1
1727,MeChamavaToY,2,1,0.2,Scout,2
1728,Seanoxel,1,0,0.26,Knight,3
1729,Ciassss,1,0,,Chronobreaker,4
1730,jkubelik,1,0,,Farmer,5
1731,xMaficq,0,0,,Scout,9
1732,xzoise,0,0,,Knight,11
1733,Hiiroshii,0,0,,Ecologist,10
1734,Blixry,0,0,,Enderman,6
1735,SwordsLeo,0,0,0.25,Thundermeister,8
1736,Doomsayer,0,0,,Pro,12
1737,copeyfixxx,4,0,,Scout,1
1738,Air7,2,0,0.27,Knight,3
1739,Panda2lightning,1,0,,Knight,6
1740,joytimewolf,1,0,,Armorer,4
1741,UltrugamerPvP,1,0,,Zookeeper,2
1742,kilod1233,1,0,,Chronobreaker,5
1743,iaconn,0,0,0.33,Knight,10
1744,N3VEM,0,0,,Chronobreaker,7
1745,iBelieved,0,0,,Frog,12
1746,Silver_Tsunami,0,0,,Knight,9
1747,Edward114514,0,1,,Scout,8
1748,noclipCryptic,5,0,,Chronobreaker,1
1749,copeyfixxx,2,0,,Scout,5
1750,Henriquinidl01_,1,0,,Scout,8
1751,cesoboy,0,0,,Enderman,11
1752,Neon2Gamer,0,0,,Knight,6
1753,_Exsu,0,0,,Knight,4
1754,Loyaliteit,0,0,,Ecologist,9
1755,DashedShelff,0,0,,Scout,2
1756,chloay,0,0,,Scout,7
1757,Doomsayer,0,0,,Pro,12
1758,IlyULN,0,0,,Knight,10
1759,copeyfixxx,5,0,,Scout,1
1760,IonTech,3,2,,Frog,4
1761,KeyBoardCCT,1,0,,Scout,6
1762,atalie,0,1,,Armorsmith,3
1763,Ripulsion,0,0,,Scout,8
1764,OinZ_,0,0,,Armorer,12
1765,Epicmania,0,0,,Chronobreaker,7
1766,Mitch_Oscar,0,0,,Pharaoh,11
1767,oDekay,0,0,0.5,Healer,5
1768,Walties,0,0,,Knight,9
1769,NaZA14,0,0,,Ecologist,10
1770,decem1x,3,0,,Scout,2
1771,Edward114514,3,1,0.5,Scout,1
1772,Ayxno,2,0,,Armorer,4
1773,PacificRTX,0,0,,Chronobreaker,11
1774,johden,0,1,,Enderman,6
1775,Summorial,0,0,,Scout,9
1776,evarodriguez1998,0,0,,Knight,5
1777,vsky13,0,0,,Enderman,8
1778,SweetLadySean,0,0,,End Lord,10
1779,N0LY,0,0,,Chronobreaker,7
1780,Doomsayer,0,0,,Pro,12
1781,mlqhx,3,0,,Knight,2
1782,johden,2,0,,Enderman,3
1783,YouLackMelanin,1,0,,Knight,10
1784,PilBerry,0,0,,Knight,5
1785,SONICUNLESHED21,0,0,,Chronobreaker,7
1786,KeyBoardCCT,0,1,,Scout,9
1787,LiterallyDan,0,0,,Armorer,4
1788,higspeed,0,0,,Knight,6
1789,Koudelka126,0,0,,Pharaoh,8
1790,kilod1233,0,0,,Chronobreaker,12
1791,Nywal,0,1,,Armorer,11
1792,STAYEZ,6,0,,Scout,1
1793,jblego10,1,0,,Farmer,7
1794,Zurtlez,1,0,0.33,Farmer,4
1795,cllx,1,0,,Armorsmith,3
1796,OTBET,0,0,,Monster Trainer,12
1797,Gabry_56,0,2,,Chronobreaker,5
1798,_ResourcePack_,0,0,,Armorer,10
1799,The_Trax,0,0,,End Lord,8
1800,Aaarin,0,1,,Chronobreaker,2
1801,Ran_pan,0,0,,Armorer,11
1802,AestheticMo0n_,0,1,,Knight,6
1803,ohdo,3,2,,Knight,3
1804,Placke,3,0,0.0,Armorer,1
1805,BapeB4,2,0,,Chronobreaker,4
1806,DarkGamer,0,0,,Scout,7
1807,Tybuddy_123,0,0,,Knight,12
1808,DarkGl1tches,0,0,,Knight,11
1809,xdshadow269,0,0,0.0,Frog,6
1810,MINCRAFTPRO_28,0,0,,Knight,9
1811,FROG_IS_POG,0,0,,Armorsmith,8
1812,zerlian,0,0,0.36,Chronobreaker,2
1813,MrGalaxy00,0,1,,Knight,5
1814,oSkorpion,5,0,,Knight,2
1815,Tewqi,2,0,,Knight,6
1816,joytimewolf,0,0,,Armorer,10
1817,amehe,0,0,,Armorer,8
1818,Seanoxel,0,0,,Knight,11
1819,Aaarin,0,0,,Chronobreaker,4
1820,HyperHunny1406,0,0,,Enderman,7
1821,1999rockss,0,0,0.31,Frog,3
1822,Newt_God,0,0,,Knight,5
1823,Doomsayer,0,0,,Pro,12
1824,thelettereight,0,0,,Knight,9
1825,dentoid,5,0,,Scout,1
1826,strefka_konewka,1,0,,Knight,3
1827,1m_B0red,1,1,,Chronobreaker,2
1828,HotDogGaming111,1,0,,Chronobreaker,8
1829,ManFish101,1,0,,Energix,7
1830,HyperHunny1406,1,0,,Zookeeper,4
1831,Its_Tazit,0,0,,Knight,9
1832,KustHD,0,0,0.0,Scout,5
1833,SN0W1_,0,0,,Farmer,11
1834,Doomsayer,0,0,,Pro,12
1835,Mustishark,0,0,,Knight,10
1836,Jit12,3,1,0.42,Knight,1
1837,_s0wa_,2,0,,Frog,5
1838,CrazeCWolf,2,0,,Scout,2
1839,Zero_is_taken,1,0,,Scout,4
1840,OTBET,0,0,,Monster Trainer,12
1841,livali,0,0,,Armorer,11
1842,ItzSourPatchDude,0,0,,Armorer,8
1843,Maaaarcki,0,1,0.29,Knight,7
1844,PEAH903,0,0,,Ecologist,9
1845,Hightide1of5,0,0,0.22,Enderman,6
1846,Wiltor_,0,0,,Pro,10
1847,qLemon,4,0,0.0,Frog,2
1848,Summorial,3,0,,Chronobreaker,1
1849,Arlinchik,2,1,,Ecologist,5
1850,ketrick,1,2,,Frog,4
1851,WxnterMC,0,0,0.21,None,3
1852,IShowDoom,0,0,,Knight,11
1853,DragonZ_TH,0,0,0.0,Armorer,6
1854,xdColdClaw,0,0,,Armorer,7
1855,brendna,0,0,,Armorer,10
1856,Angryface_,0,1,,Scout,9
1857,Doomsayer,0,0,,Pro,12
1858,Dodgy_Doge,4,1,,Jester,1
1859,gxrephia,2,0,,Knight,2
1860,setaxz,1,0,,Frog,6
1861,IShowDoom,1,0,,Knight,3
1862,ScaredByMaje,1,0,,Knight,5
1863,livali,0,0,,Armorer,9
1864,ItzSourPatchDude,0,0,,Armorer,10
1865,dg8__,0,0,,Chronobreaker,4
1866,_aPotato,0,0,,Farmer,11
1867,rh56,0,0,,Knight,7
1868,DragonShadowBoi,0,0,,Armorer,8
1869,qLemon,5,0,,Frog,1
1870,ScaredByMaje,2,0,,Knight,4
1871,255EzzLefty,1,0,,Armorer,6
1872,weeqle,1,0,,Scout,2
1873,LiquidOats,1,2,,Chronobreaker,3
1874,xOwner,0,0,,Armorer,10
1875,AssasionKillerXL,0,0,,Frog,7
1876,S0tsy,0,0,,Knight,5
1877,BOngoTromme6,0,1,,Knight,9
1878,DoomSpireCraft,0,0,,Scout,8
1879,Doomsayer,0,0,,Pro,12
1880,Sqlwin,5,0,0.4,Scout,1
1881,__Acrylic,3,1,0.23,Scout,3
1882,The1cookie,1,0,0.17,Armorer,2
1883,__Skies,0,0,,Knight,10
1884,smortkidd,0,0,0.5,Knight,6
1885,sinfalse,0,0,0.0,Armorer,7
1886,Dandan05,0,1,,Enderman,8
1887,BowserMaker,0,0,,Enderman,4
1888,p0lee,0,0,,Frog,11
1889,Doomsayer,0,0,,Pro,12
1890,NoturnoSuper69,0,0,0.0,Scout,9
1891,Wrly,6,1,,Chronobreaker,1
1892,bbcookie00,4,0,0.0,Jester,2
1893,ZEN0SIDE,0,0,,Enderman,6
1894,SenhorGalaxy,0,0,,Knight,12
1895,iHeqvn,0,0,,Armorer,8
1896,ErnestitoUwUchan,0,1,,End Lord,10
1897,OutLife,0,0,,Farmer,9
1898,SupernovaB87,0,1,,Baseball Player,11
1899,IShowDoom,0,0,,Knight,3
1900,oGapL,0,0,,Chronobreaker,4
1901,TisCloud,0,0,,None,7
1902,Lakepoook,5,0,,Armorer,1
1903,xpernzzzz,2,0,,Scout,6
1904,Miinorii,1,1,,Ecologist,3
1905,ItzYasha,1,0,,Enderman,2
1906,Rom1790,1,0,0.33,Armorsmith,5
1907,Zielony_Samuel,1,0,1.0,Knight,10
1908,Hiiroshii,0,0,,Knight,4
1909,Alksnis,0,0,,Scout,7
1910,bridging_,0,1,,Ecologist,11
1911,ySasag777_,0,0,,Ecologist,12
1912,ItzDantheMan,0,0,,Enderman,8
1913,DragonZ_TH,2,0,,Armorer,6
1914,_eidam_,2,0,,Farmer,1
1915,20cooper14,2,0,,Knight,3
1916,dg8__,1,0,0.33,Chronobreaker,7
